the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000B319C62EA8E754C049523CA870BF4140,29635,0101000020110F00009EE30CF829C161C1DE26F01444245041,28763,>1m <=5m,ATBI DATABASE,,1446839493000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,262377,3931163,35.495619,-83.619636,Forney Creek,Bear Creek,4634.84375,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446839493000,GRSM,UNR,,6,,,Cold Spring Gap Trail,Lakeview Drive East Parking #4,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1149552000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed,No,day,cert,ATBI
0101000020E610000065A318C597C654C01CFF7F4831C84140,29761,0101000020110F00008F56F72315A561C15BEBA569662D5041,28896,>1m <=5m,ATBI DATABASE,,1446839565000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309409,3937626,35.563997,-83.103009,Lower Johnathans Creek,,5509.786133,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446839565000,GRSM,UNR,,6,,,Hemphill Bald Trail,The Purchase Road (closed Winter),Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,-1262304000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E6100000AE7E37A0AFC654C0E2555F2823C84140,29760,0101000020110F00008FDCBE6629A561C14E983CAA572D5041,28895,>1m <=5m,ATBI DATABASE,,1446839565000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309276,3937581,35.563566,-83.104465,Upper Johnathans Creek,,5530.794434,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446839565000,GRSM,UNR,,7,,,Hemphill Bald Trail,The Purchase Road (closed Winter),Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1377475200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,by hand,No,day,cert,ATBI
0101000020E610000096AB270CADC754C07370CA8BB5C74140,29751,0101000020110F00005176E6A100A661C1B2E4533AE52C5041,28886,>1m <=5m,ATBI DATABASE,,1446839560000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307866,3937240,35.560221,-83.119933,Upper Cataloochee Creek,Big Bald Branch,5104.569824,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446839560000,GRSM,UNR,,7,,,Hemphill Bald Trail,Heintooga Ridge Road,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,904953600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B9923B711BC854C070D9D2B7CDC74140,29747,0101000020110F000046DE0A645EA661C1F7C2AC76FE2C5041,28882,>1m <=5m,ATBI DATABASE,,1446839559000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307257,3937335,35.560959,-83.126671,Upper Cataloochee Creek,Little Bald Branch,4232.706543,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446839559000,GRSM,UNR,,7,,,Hemphill Bald Trail,Heintooga Ridge Road,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,903484800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000EEA6ECD80EC854C0B39BB03C49C74140,29748,0101000020110F000007ECA2B153A661C1300CC827742C5041,28883,>1m <=5m,ATBI DATABASE,,1446839559000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307317,3936885,35.556916,-83.125902,Upper Cataloochee Creek,Little Bald Branch,4886.106445,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446839559000,GRSM,UNR,,4,,,Hemphill Bald Trail,Heintooga Ridge Road,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902880000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000003947731D10C954C0E7B308419EC64140,29740,0101000020110F0000627200312EA761C1453A77A9C12B5041,28875,>1m <=5m,ATBI DATABASE,,1446839555000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,305881,3936337,35.551698,-83.141605,Upper Cataloochee Creek,,5371.091797,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446839555000,GRSM,UNR,,8,,,Hemphill Bald Trail,Heintooga Ridge Road,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1159056000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,by hand, ,day,cert,ATBI Plant Viruses
0101000020E6100000122591E513C954C01453C53B9DC64140,29739,0101000020110F00008C39396731A761C1604CBC98C02B5041,28874,>1m <=5m,ATBI DATABASE,,1446839555000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,305860,3936334,35.551667,-83.141835,Upper Cataloochee Creek,,5392.666992,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446839555000,GRSM,UNR,,7,,,Hemphill Bald Trail,Heintooga Ridge Road,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1182816000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,by hand, ,day,cert,ATBI Plant Viruses
0101000020E6100000D311E1DBEBC954C03A910AAAE0C74140,29735,0101000020110F0000DFE6E7D1E8A761C1142B603E122D5041,28870,>1m <=5m,ATBI DATABASE,,1446839553000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,304689,3937455,35.561537,-83.155017,Upper Cataloochee Creek,,4863.895508,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446839553000,GRSM,UNR,,7,,,Hemphill Bald Trail,Heintooga Ridge Road,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900892800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000632DDBDA04CA54C07B3246BE27C74140,29733,0101000020110F00008D1C8F0CFEA761C164968030512C5041,28868,>1m <=5m,ATBI DATABASE,,1446839552000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,304537,3936832,35.555894,-83.156542,Upper Cataloochee Creek,,5167.756836,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446839552000,GRSM,UNR,,6,,,Hemphill Bald Trail,Heintooga Ridge Road,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027296000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000006B9F30566BCA54C043F7887F35C74140,29730,0101000020110F0000A67A3C1655A861C1B71C848C5F2C5041,28865,>1m <=5m,ATBI DATABASE,,1446839550000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,303971,3936891,35.556313,-83.162797,Lower Raven Fork,,5087.823242,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446839550000,GRSM,UNR,,7,,,Flat Creek Trail,Heintooga Ridge Road,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,999129600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000000E0C536D0DCB54C0E2DA6A8592C64140,29729,0101000020110F0000752611C0DEA861C1F067066AB52B5041,28864,>1m <=5m,ATBI DATABASE,,1446839550000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,303062,3936359,35.55134,-83.172691,Lower Raven Fork,Flat Creek,4892.463867,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446839550000,GRSM,UNR,,6,,,Flat Creek Trail,Heintooga Ridge Road,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020988800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000077C255E29DCB54C024CAD6BB3EC94140,29725,0101000020110F0000BC080D7059A961C1036D4ABF7F2E5041,28860,>1m <=5m,ATBI DATABASE,,1446839547000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,302314,3938693,35.57222,-83.181508,Lower Raven Fork,Flat Creek,5334.920898,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446839547000,GRSM,UNR,,7,,,Flat Creek Trail,Heintooga Ridge Road,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1182816000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,by hand, ,day,cert,ATBI Plant Viruses
0101000020E61000008D21AA379DCB54C0195DB0E442C94140,29726,0101000020110F000062B819DF58A961C105CE2917842E5041,28861,>1m <=5m,ATBI DATABASE,,1446839548000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,302318,3938707,35.572347,-83.181467,Lower Raven Fork,Flat Creek,5319.604492,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446839548000,GRSM,UNR,,10,,,Flat Creek Trail,Heintooga Ridge Road,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1182816000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,by hand, ,day,cert,ATBI Plant Viruses
0101000020E61000001131561506CA54C0DD725F22ACC84140,29734,0101000020110F00007FBEA517FFA761C1E9E6AFADE62D5041,28869,>1m <=5m,ATBI DATABASE,,1446839552000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,304559,3938147,35.567746,-83.156617,Upper Cataloochee Creek,Warm Cove Branch,4919.170898,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446839552000,GRSM,UNR,,8,,,Rough Fork Trail,Heintooga Ridge Road,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,909619200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000A152853CABC954C009675CDD96C84140,29736,0101000020110F0000185BA0EFB1A761C12FF89278D02D5041,28871,>1m <=5m,ATBI DATABASE,,1446839553000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,305060,3938064,35.567097,-83.151072,Upper Cataloochee Creek,,4288.633301,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446839553000,GRSM,UNR,,7,,,Rough Fork Trail,Polls Gap Trail Parking,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,903398400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E6D27906EDC854C0760B847463CB4140,29741,0101000020110F0000A43CC26310A761C1476250C2BC305041,28876,>1m <=5m,ATBI DATABASE,,1446839556000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,306165,3940467,35.588966,-83.139463,Upper Cataloochee Creek,Hurricane Creek,3686.058838,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446839556000,GRSM,UNR,,6,,,Rough Fork Trail,Heintooga Ridge Road,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898560000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000A21618EC25C954C0333B4E7B51CB4140,29738,0101000020110F00005EC657B640A761C15F47EFFCA9305041,28873,>1m <=5m,ATBI DATABASE,,1446839554000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,305849,3940413,35.588417,-83.142936,Upper Cataloochee Creek,Hurricane Creek,3959.977783,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446839554000,GRSM,UNR,,5,,,Rough Fork Trail,Heintooga Ridge Road,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898041600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000005E810E113CCA54C0FB3463DBA6CA4140,29732,0101000020110F0000C66DBDF02CA861C1696D73CCF72F5041,28867,>1m <=5m,ATBI DATABASE,,1446839551000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,304298,3939869,35.58321,-83.159912,Upper Cataloochee Creek,,4710.592285,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446839551000,GRSM,UNR,,6,,,Rough Fork Trail,Heintooga Ridge Road,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899337600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000EAA7B6D682C854C0CDC29B9862CC4140,29744,0101000020110F0000F1AF9434B6A661C1CA20393CC7315041,28879,>1m <=5m,ATBI DATABASE,,1446839557000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,306771,3941318,35.596752,-83.132982,Upper Cataloochee Creek,Hurricane Creek,3280.323242,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446839557000,GRSM,UNR,,8,,,Rough Fork Trail,Cataloochee Entrance Road,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901497600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000596B51C70CC854C0338027957FCC4140,29749,0101000020110F0000E06FD7EF51A661C1DF0CDD82E5315041,28884,>1m <=5m,ATBI DATABASE,,1446839559000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307426,3941402,35.597637,-83.125776,Upper Cataloochee Creek,Jim Branch,3341.661621,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446839559000,GRSM,UNR,,4,,,Rough Fork Trail,Cataloochee Entrance Road,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898646400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000F3954503E6C854C0413D435934CD4140,29742,0101000020110F00000064176F0AA761C1A5C27153A2325041,28877,>1m <=5m,ATBI DATABASE,,1446839556000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,306238,3942040,35.603153,-83.139035,Upper Cataloochee Creek,,3728.598145,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446839556000,GRSM,UNR,,6,,,Rough Fork Trail,Cataloochee Entrance Road,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897955200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000BFA08F763FC854C02C05D7EE34CD4140,29745,0101000020110F0000D731B8FB7CA661C1C4E3AFEFA2325041,28880,>1m <=5m,ATBI DATABASE,,1446839558000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307159,3942022,35.603171,-83.12887,Upper Cataloochee Creek,Hurricane Creek,3077.348633,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446839558000,GRSM,UNR,,6,,,Rough Fork Trail,Cataloochee Entrance Road,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901670400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000217835A64BCB54C0EDC99A9D34CE4140,29728,0101000020110F00000B3C799813A961C15F549206AE335041,28863,>1m <=5m,ATBI DATABASE,,1446839549000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,302864,3942982,35.610974,-83.176488,Upper Cataloochee Creek,Falling Rock Creek,5576.762207,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446839549000,GRSM,UNR,,7,,,Spruce Mountain Trail,Balsam Mountain Road (closed Winter),Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027468800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000027E3A3BB27CC54C0B333D816D6CD4140,29724,0101000020110F0000A0D64483CEA961C1BCD675474B335041,28859,>1m <=5m,ATBI DATABASE,,1446839547000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,301640,3942689,35.608089,-83.189921,Straight Fork Raven Fork,Round Bottom Creek,4722.422852,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446839547000,GRSM,UNR,,6,,,Spruce Mountain Trail,Balsam Mountain Road (closed Winter),Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027468800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000002110346E23DD54C01208C2B55DC34140,29687,0101000020110F000058717D033BB861C10D73EDB65C285041,28816,>1m <=5m,ATBI DATABASE,,1446839523000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,277373,3934182,35.52629,-83.455283,Noland Creek,,4284.936523,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446839523000,GRSM,UNR,,2,,,Noland Divide Trail,Clingmans Dome Road Parking #3,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1372032000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed,No,day,prob.,ATBI
0101000020E6100000069D4D9D80DD54C086927C3EADC04140,29684,0101000020110F0000F73EA2278AB861C1EF835C5A8E255041,28813,>1m <=5m,ATBI DATABASE,,1446839521000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,276799,3931864,35.50528,-83.460971,Deep Creek,,4447.407715,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446839521000,GRSM,UNR,,3,,,Noland Divide Trail,West Deep Creek Road,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1372032000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed,No,day,prob.,ATBI
0101000020E610000085D1FDB39EDF54C0C4AC246DFBC44140,29660,0101000020110F00004C29058D56BA61C1E165877C0C2A5041,28789,>1m <=5m,ATBI DATABASE,,1446839507000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273892,3935671,35.538916,-83.494057,Noland Creek,Keeyuga Creek,5748.131836,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446839507000,GRSM,UNR,,6,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,935539200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E27065D79DDF54C08CBFCB1EFEC44140,29661,0101000020110F00004327ABD155BA61C1DD28564C0F2A5041,28790,>1m <=5m,ATBI DATABASE,,1446839508000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273897,3935680,35.538998,-83.494005,Noland Creek,Keeyuga Creek,5757.082031,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446839508000,GRSM,UNR,,6,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,-631152000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E61000002961E89C95DF54C01B0E667B03C54140,29666,0101000020110F00007E90A0D44EBA61C15161F5E4142A5041,28795,>1m <=5m,ATBI DATABASE,,1446839511000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273943,3935697,35.539162,-83.493503,Noland Creek,Keeyuga Creek,5771.469727,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446839511000,GRSM,UNR,,9,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027555200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009A9A5348A0DF54C025A3BEBD0FC54140,29659,0101000020110F0000FE0D6CE457BA61C1336A8BB0212A5041,28788,>1m <=5m,ATBI DATABASE,,1446839507000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273885,3935740,35.539536,-83.494154,Forney Creek,Keeyuga Creek,5762.731934,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446839507000,GRSM,UNR,,6,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Rubus_canadensis,Rubus  canadensis,35421,Smooth Blackberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056240000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Rosaceae, ,~,observed, , ,cert,INHS plant survey
