the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000008B3EF12C99F654C05BD45CAB93BC4140,175312,0101000020110F0000E7D45C89DACD61C1598F3F9047215041,174944,>1m <=5m,ATBI DATABASE,,1446917668000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,241123,3929269,35.47325,-83.853095,Lake Cheoah-Little Tennessee River,Twentymile Creek,1867.777954,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446917668000,GRSM,UNR,,5,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Galium_triflorum_variety,Galium  triflorum variety,17030,Fragrant Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027036800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000002F3124942FF554C0A23D91392CC64140,175342,0101000020110F0000679EA66EA7CC61C1F1786CA14A2B5041,174973,>1m <=5m,ATBI DATABASE,,1446917684000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243365,3937529,35.548218,-83.831025,Abrams Creek Upper,Ekaneetlee Branch,2473.651123,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917684000,GRSM,UNR,,4,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Galium_triflorum_variety,Galium  triflorum variety,17030,Fragrant Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1034208000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E610000065E0329AE1F454C04D31277245C64140,175345,0101000020110F00007E79F73465CC61C1F64B22F5642B5041,174975,>1m <=5m,ATBI DATABASE,,1446917685000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243799,3937602,35.548987,-83.826266,Abrams Creek Upper,Ekaneetlee Branch,2712.298828,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917685000,GRSM,UNR,,8,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Galium_triflorum_variety,Galium  triflorum variety,17030,Fragrant Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000D698A5D705F754C0BEB4120ECBC64140,175306,0101000020110F0000CB0ECCD336CE61C159FCFD6DF02B5041,174940,>1m <=5m,ATBI DATABASE,,1446917666000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240778,3938142,35.553065,-83.859727,Abrams Creek Upper,Coalen Ground Branch,2819.001465,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917666000,GRSM,UNR,,3,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Galium_triflorum_variety,Galium  triflorum variety,17030,Fragrant Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901756800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000091C5A89134F854C042EE0BB09BC34140,175301,0101000020110F0000CB25E2EE37CF61C106C18C649D285041,174935,>1m <=5m,ATBI DATABASE,,1446917663000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,239022,3935430,35.528182,-83.878204,Abrams Creek Lower,Panther Creek,3584.998047,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917663000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Galium_triflorum_variety,Galium  triflorum variety,17030,Fragrant Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,994636800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000B73A33D3B3FE54C083CED0F1F1C24140,175299,0101000020110F00000AB17889BCD461C1DFD9D641EC275041,174933,>1m <=5m,ATBI DATABASE,,1446917662000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229797,3935129,35.523002,-83.979721,Chilhowee Lake,Tabcat Creek,954.976868,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917662000,GRSM,UNR,,1,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Galium_triflorum_variety,Galium  triflorum variety,17030,Fragrant Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000736E221963FF54C0B65CA9B30FC44140,175297,0101000020110F0000C554856551D561C177C44C7716295041,174932,>1m <=5m,ATBI DATABASE,,1446917662000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228856,3936126,35.531722,-83.990419,Chilhowee Lake,Shop Creek,873.847473,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446917662000,GRSM,UNR,,1,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Galium_triflorum_variety,Galium  triflorum variety,17030,Fragrant Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1033862400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000A151D12309FB54C0C3DBFFD76BCF4140,175300,0101000020110F000035B3BB4F9FD161C1F3CE762CF3345041,174934,>1m <=5m,ATBI DATABASE,,1446917663000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235315,3945788,35.620472,-83.922429,Abrams Creek Lower,Kingfisher Creek,1237.488159,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917663000,GRSM,UNR,,6,,,Cooper Road Trail,Abrams Creek Campground Road,Valid,Galium_triflorum_variety,Galium  triflorum variety,17030,Fragrant Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000BE4F64CC0EF754C0BFE6C816FED24140,175308,0101000020110F00008DB0066F3ECE61C152625D88AE385041,174942,>1m <=5m,ATBI DATABASE,,1446917667000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241036,3948718,35.648372,-83.860274,Little River-Hesse Creek,Beard Cane Creek,1444.240234,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917667000,GRSM,UNR,,6,,,Beard Cane Trail,Rich Mountain Road (closed Winter),Valid,Galium_triflorum_variety,Galium  triflorum variety,17030,Fragrant Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000C54CAD1A0BF054C07C2632B51DD14140,175385,0101000020110F000069C69C5949C861C1703BD081B8365041,175012,>1m <=5m,ATBI DATABASE,,1446917706000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250916,3946808,35.633712,-83.750674,Little River-Crooked Creek,,1740.215454,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917706000,GRSM,UNR,,7,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Galium_triflorum_variety,Galium  triflorum variety,17030,Fragrant Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000035ABB81D0CF054C0CCE8E1BA58D14140,175386,0101000020110F00004D709E354AC861C14CA0052FF6365041,175013,>1m <=5m,ATBI DATABASE,,1446917706000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250916,3947008,35.635513,-83.750735,Little River-Crooked Creek,,1714.252563,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917706000,GRSM,UNR,,6,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Galium_triflorum_variety,Galium  triflorum variety,17030,Fragrant Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000002BE6F2AF9DF354C05BBF7F446AD24140,175359,0101000020110F0000AEE3121B52CB61C1E402850A14385041,174988,>1m <=5m,ATBI DATABASE,,1446917692000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245892,3948077,35.643861,-83.806495,Little River-Hesse Creek,,2029.748413,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917692000,GRSM,UNR,,7,,,Rich Mountain Trail,Rich Mountain Road (closed Winter),Valid,Galium_triflorum_variety,Galium  triflorum variety,17030,Fragrant Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000FA10EFF4BBF354C0BA6BE8EA77D24140,175357,0101000020110F00006F094AD06BCB61C19665834E22385041,174986,>1m <=5m,ATBI DATABASE,,1446917691000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245726,3948128,35.644278,-83.808343,Little River-Hesse Creek,,1881.288086,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917691000,GRSM,UNR,,1,,,Rich Mountain Trail,Rich Mountain Road (closed Winter),Valid,Galium_triflorum_variety,Galium  triflorum variety,17030,Fragrant Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,978307200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
